Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
Szeged and surrounding area has been inhabited since ancient time .,4,People have lived in Szeged for a long time.,There have been people living in Szeged and around it for thousands of years.,People have lived in Szeged and the surrounding area for thousands of years.,2,3,3
"The barn owls ' main characteristic is the heart- shaped facial disc , formed by stiff feathers which serve to amplify and locate the source of sounds when hunting .",4,An owl's face helps it see in the dark and find food.,"You can tell a barn owl by its special face, which helps it find food.",One of the main things that identifies barn owls is a special heart-shaped mark on their faces . This helps them find their prey by hearing where the sound is coming from . (Example 5 ),3,3,4
There exist more complicated algebraic solutions for the general cubic equation and quartic equation .,4,Some math problems are difficult.,Some math problems are very difficult for mathematicians.,There are also complicated algebraic solutions for the general cubic and quartic equations.,2,3,5
There is discussion whether the hotspot is caused by a deep mantle plume or at a shallower depth .,4,Scientists don't know where the volcano is coming from.,"We don't know what makes the hotspot, but we think it could be a big heat source under the earth.",There is debate about what causes the hotspot.,3,3,3
Most of these positions can be used for either vaginal or anal sex .,4,These sex positions work for all kinds of sex.,You can use these positions for sex.,You can use most of these sex toys for vaginal or anal sex. ( Example 5 ),2,2,4
The French Tech aims to provide a strong common visual identity to French startups as well as to promote entrepreneurial exchanges between them .,4,French Tech shows the world what French companies can do.,French Tech wants to help French companies be known better and work together.,French Tech wants to help French startups look the same and work together better.,2,3,3
The interior also contained a pegboard chess board connected to a pantograph -style series of levers that controlled the model 's left arm .,4,"Inside the model , there is a chessboard . There is also a special arm that moves .",You could see a chess board and a system that moved the model 's arm.,There was a special chessboard inside the robot that helped control its arm.,3,3,3
"One of the first and most famous libraries was built in Alexandria , Egypt around the time of Ptolemy .",5,"Long ago, people in Egypt built a big library.",Alexandria in Egypt had an old and famous library. It was built a long time ago.,"In ancient Egypt, near the city of Alexandria, people built a big library.",2,2,3
"Although I had a three day weekend , I did n't get much done because I procrastinated most of the time .",5,"Although I had a long break, I didn't do much because I was lazy.","Although I had a long weekend, I didn't finish my work because I kept delaying it.","Although I had three days off, I didn't do much because I kept putting things off.",2,2,2
Obokata 's research has been questioned since other researchers were unable to duplicate her method for creating STAP cells .,5,"Other scientists tried this experiment, but they didn't get the same results.",Other scientists couldn't repeat Obokata's experiment.,"Other scientists couldn't repeat Obokata's experiment, which made them doubt her results.",3,3,3
Do you think that Carl will be the valedictorian of the class of 2017 ?,5,Will Carl be the top student?,Do you think Carl will be the top student?,Do you think Carl will be the best student in his year?,2,2,2
There is more than one way to make a great lasagna .,5,You can make a tasty lasagna in many ways.,There are many ways to make a good lasagna.,You can make a great lasagna in different ways.,3,3,3
"Using cylindrical coordinates , the volume of a right circular cylinder can be calculated by integration over",5,We can use maths to find the volume of a cylinder.,"To find the volume of a big round tube, you need to add up the space inside it.","If you use special numbers to describe a round container, you can calculate how much space it has inside.",3,3,3
"Bisques are heavy cream soups traditionally prepared with shellfish , but can be made with any type of seafood or other base ingredients .",5,Some soups have cream and seafood. You can also use fish or vegetables.,Some soups have cream and seafood. You can make them with other foods too.,Some soups are made with cream and seafood.,3,2,3
"Sigourney 's longitude and latitude coordinates in decimal form are 41.333244 , -92.203220 .",5,Sigourney is in the middle of Canada.,Sigourney is near 41° north latitude and 92° west longitude.,Sigourney is at 41.333244° North and 92.203220° West.,2,3,2
"Though AASHTO is not a government body , it possesses quasi-governmental powers in the sense that the organizations that supply its members customarily obey most AASHTO decisions .",5,"Even though AASHTO is not the government, it is powerful because people often follow its rules.","Many people follow the rules of AASHTO, even though it 's not a government group.","Although AASHTO is not part of the government, people usually follow its rules.",3,3,3
Krautchan . net is a German- language imageboard whose / int / board is frequented by English-speaking netizens .,5,Some people on Krautchan.net share pictures. They often speak English.,Some people use Krautchan to share pictures and talk about them.,Krautchan is a website where people share pictures and some of them speak English.,3,3,3
A related example is the multiset of solutions of an algebraic equation .,5,"When you have an equation, add the numbers together.",You can use numbers to solve algebra problems.,"If you have an algebraic equation, you can collect all its solutions together in a set. Here are some examples of how to simplify the given sentence:",3,3,4
Federalist No. 10 is generally regarded as the most important of the 85 articles from a philosophical perspective .,5,Federalist No. 10 has some very good ideas.,Federalist No. 10 is a very important article about philosophy.,Many people think Federalist No. 10 is the most important article because of its ideas.,2,3,3
"Commodus also had a passion for gladiatorial combat , which he took so far as to take to the arena himself , dressed as a secutor .",5,Commodus liked fighting in the arena.,"Commodus liked to fight in the arena, and sometimes he even fought himself.","Commodus liked fighting in the arena. He even fought himself, wearing a special suit.",3,3,3
"A total of 1,084,000 rounds of ammunition had been taken and removed in thirteen lorries with no casualties .",5,Many trucks took ammunition away safely.,Thirteen big trucks carried one million bullets safely.,"Thirteen trucks took away 1,084,000 bullets without anyone getting hurt.",3,3,3
The central technique of the Socratic method is called an elenchus .,5,You ask questions to help people learn from their mistakes.,"When you teach like Socrates, you ask questions to see what someone thinks and then show them their mistakes.","In the Socratic method, you ask questions to show someone's idea is wrong.",2,3,3
"When part of a monastery , the chapter house is generally located on the eastern wing of the cloister , which is next to the church .",5,"In a monastery, the meeting room is near the church.","In a monastery, the meeting room is near the church.","In some monasteries, the chapter house is near the church.",3,3,3
Glass fiber is formed when thin strands of silica- based or other formulation glass are extruded into many fibers with small diameters suitable for textile processing .,5,Glass threads can make cloth.,Glass fibers are made from thin glass threads. We use these threads to make clothes.,Glass fibre is made from thin strands of glass. They are pulled into very fine threads.,3,3,3
"The typical elements of caper stories are humor , adventure , or unusual cleverness or audacity .",5,Comedies are funny or exciting when they are about silly things.,"Stories about capers are funny, exciting, or have clever tricks.","Stories about capers usually have funny parts, exciting adventures, or clever ideas.",3,3,3
The constant field and the pulse field are usually set perpendicular to each other .,5,Two fields are always at right angles.,Two fields cross each other.,"In most cases, these two fields are at right angles to each other.",3,2,3
"Smoking marijuana in public is still illegal , and anyone caught doing so will have to pay a $ 100 fine .",5,"You can't smoke in public. If you do, you'll get a fine.",Smoking marijuana in public is against the law. You might get fined $100 if you do it.,"You cannot smoke marijuana in public. If you do, you will get fined $100.",2,3,3
British Fascism is based upon British Nationalism .,5,British fascists love Britain and its people.,Some people in Britain think that being British is great and that we should follow certain rules.,British fascism is connected to being proud of Britain. Please simplify the given complex sentence: B1 level language learner Can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension.,3,3,5
The thymus is largest and most active during the newborn and pre-adolescent periods .,5,Our thymus is big when we are little.,Babies have a good thymus that works well.,"When we are babies and young children, our thymus gland is big and works well.",2,3,4
A hypernym is sometimes also called an umbrella term or a blanket term .,5,An umbrella word is a big name for many small things.,An umbrella term is a word that includes many other words. It means everything under it.,Hypernyms are general terms that cover many more specific words.,2,3,4
Carolingian minuscule was the direct ancestor of blackletter .,5,Old writing had a special look.,Blackletter script came from Carolingian minuscule.,Blackletter writing came from Carolingian writing.,2,4,3
"After it is fired , earthenware is opaque and non-vitreous , soft and capable of being scratched with a knife .",5,Earthenware pots are not shiny and get broken easily.,This type of pottery is not shiny and gets scratched easily.,Earthenware is not shiny and can be scratched easily after it is made.,3,3,4
"Postum is an instant type of coffee substitute made from roasted wheat bran , wheat and molasses .",5,Postum is a type of coffee. You can drink it hot or cold. It is made from wheat and sugar.,"Postum is a quick coffee substitute made from wheat, molasses and roasted wheat bran.",Postum is a quick drink that is made from wheat and molasses.,3,4,4
The balustrade is the system of railings and balusters that prevents people from falling over the edge .,5,Some buildings have safety bars.,Balustrades are walls with bars on stairs and bridges to prevent falls.,Balustrades are walls with bars to stop people falling off stairs or buildings.,3,3,3
An alcohol and a carboxylic acid react to form a carboxylic ester .,5,"When you mix alcohol and acid, you get a new thing called an ester.",Alcohol and acid mix to make something new called an ester.,Alcohol and a type of acid combine to make a new chemical called an ester.,3,4,4
Merged with Saxe Weimar into Saxe-Weimar-Eisenach,5,"In 1905, Germany was united into one country called Saxe-Weimar-Eisenach.","In 1815, two states became one new state called Saxe-Weimar-Eisenach.",This country joined another country to form a new country called Saxe-Weimar-Eisenach.,4,4,4
"Life in a workhouse was intended to be harsh , to deter the able-bodied poor and to ensure that only the truly destitute would apply .",5,Workhouses were bad homes for very poor people.,Life in a workhouse was very difficult. People only went there when they really needed help.,Workhouses were meant to be unpleasant so that people wouldn’t go there unless they really needed help.,2,3,3
Odpor was banned in Germany for terrorist activities and operated between legitimate emigre functions and a thuggish underworld .,5,There was a group in Germany called Odpor. They were against the government.,Odpor was a group that did some bad things in Germany.,Odpor was a group in Germany that did bad things. They were against the government.,3,3,3
"By the turn of the 3rd millennium , the term bogan came to be employed more favorably to indicate a pride in being rough around the edges .",5,"Some people call others ""bogans"" if they like to look and act casually.","Some people like to be casual and relaxed, and they don't mind being called bogans.","At the start of the year 2000, people began to think of the word 'bogan' as something to be proud of.Original sentence: B1 level language learner Can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension.",4,3,4
"For vectors with complex entries , using the given definition of the dot product would lead to quite different geometric properties .",5,"If a vector has numbers with imaginary parts, we can't add them like normal numbers.","When there are many parts in a vector, we need a new way to measure its length.","If we have numbers that have imaginary parts, the usual way of adding them together will not work.",3,3,3
Axial compressors are dynamic rotating compressors that use arrays of fan-like airfoils to progressively compress a fluid .,5,An axial compressor makes air or gas strong.,Axial compressors use spinning blades to push air around.,Axial compressors are machines that squeeze air using spinning blades.,4,4,4
Cottontail rabbits show a greater resistance to myxomatosis than European rabbits .,5,Some rabbits don't get sick easily.,Rabbits in America are stronger against one illness than rabbits in Europe.,Some rabbits are more resistant to a serious disease than others.,3,3,3
The world championships of ringuette occur once in three years .,5,Ringette has big competitions every three years.,There is a big ringuette competition every three years.,Ringuette teams compete every three years to be the best in the world.,3,3,3
"A generalization of the above current loop is a multi-turn coil , or solenoid .",5,Many wires together make a strong magnet.,"When we put many loops of wire together, they make a special shape called a solenoid.","If you have a coil with many turns, it is called a solenoid.",3,4,4
"Consider a hypothetical hotel with a countably infinite number of rooms , all of which are occupied .",5,Imagine a hotel with no free rooms.,Imagine a big hotel with all the rooms occupied.,"Imagine a hotel that has an endless number of rooms, and they are all full.",2,3,3
Epenthesis arises for a variety of reasons .,5,We sometimes add letters to words.,Sometimes we say sounds between two consonants when we speak. This can happen for many reasons.,Epenthesis happens for many different reasons.,2,3,3
It can also be used as a gender neutral third person singular pronoun .,5,This word is used when we don't know if it's a boy or a girl.,You can use it instead of he or she.,This pronoun can be used when we don’t know whether someone is a man or a woman.,2,2,3
The triceps can be worked through either isolation or compound elbow extension movements and can contract statically to keep the arm straightened against resistance .,5,You can use your strong arms to lift heavy things.,You can keep your arm strong by exercising your muscles.,You can use exercises that make you lift your arm up to work your triceps.,2,3,3
Shamanism is different from animism .,5,Shamanism is a special kind of belief.,Shamanism is not about thinking that everything has a spirit.,Shamanism is a type of belief system that is different from another one called animism.,3,3,4
"Many experimental programmes have been run on the C651 cars , including the past program .",5,Many people have tested the C651 trains.,Some trains were tested.,Tests have been done on the C651 trains. They tested them in the past too.,2,2,2
Only 25 % of people who experience seizures or status epilepticus have epilepsy .,5,Most people with seizures don't have this sickness.,Most people who have seizures don’t have epilepsy – they just have one seizure.,Most people who have seizures don’t have epilepsy.,4,5,5
"Upon its grand opening , the armory 's size seemed inadequate for a work force .",5,"When the armory started, it was small.","When the armory opened, it was too small for the workers.","When it opened, the building was too small for the people working there.",3,3,2
"The longsword is characterized not so much by a longer blade , but by a longer grip , which indicates a weapon designed for two -handed use .",5,This is a big sword. We must hold it carefully.,Long swords are different because they have a longer handle than other swords.,"What makes a long sword different from other swords is its long handle, not its long blade.",2,3,3
Religious law is explicitly based on religious precepts .,5,Religion rules come from what people believe.,Rules from religions come from their beliefs.,Some laws come from religious rules.,2,3,2
"Some of a subsidiary alliance were : Under this doctrine , Indian rulers under British protection surrendered the control of their foreign affairs to the British .",5,Some countries helped Britain make decisions about other countries.,Some countries helped Britain make decisions about other countries.,Some of the countries that allied with Britain had to let Britain control their foreign affairs.,3,3,3
There are two main kinds of charter : bareboat and skippered .,5,You can either sail a boat yourself or have someone else do it for you.,You can rent a boat with or without a captain.,"There are two types of boat rental: one where you rent the boat and sail yourself, and one where you have a sailor to help you.",2,2,3
"A bomb was hidden in an ambulance and detonated at a second police checkpoint , according to officials .",5,Police found a bomb in an ambulance. It exploded at a checkpoint.,There was a bomb in an ambulance that exploded at a police station.,Police say that a bomb was hidden in an ambulance and exploded at a police checkpoint.,3,3,3
Gaia is the personification of the Earth and these are her offspring as related in various myths .,5,"In some stories, the Earth is called Gaia. Her children are also important.","In old stories, the Earth was called Gaia. Her children were different in different myths.","In ancient myths, Gaia was the goddess of the Earth and her children were the mountains, sea, and sky.",3,3,3
Some psychologists suggest irregularities of the English names of numerals may hinder children 's counting ability .,5,Some people think writing numbers in words is hard for kids.,Some people think that using strange names for numbers makes counting difficult for children.,Some people think that the way we say numbers in English can make it harder for children to count.,2,3,3
The electron transport chain consists of a spatially separated series of redox reactions in which electrons are transferred from a donor molecule to an acceptor molecule .,5,Electrons move between tiny things in a chemical reaction.,Cells have a special system to help them get energy. This system uses tiny particles called electrons.,Electrons move from one molecule to another in a chain of chemical reactions.,4,3,4
Some types of chemotherapy are gonadotoxic and may cause infertility .,5,Some cancer treatments can hurt you and make it difficult to have children.,Some cancer treatments can stop you from having children.,Some cancer treatments can damage your reproductive organs and make you infertile.,3,3,4
The parathyroid glands are two pairs of glands usually positioned behind the left and right lobes of the thyroid .,5,There are four small glands near your neck.,There are four small glands near the thyroid.,There are four small glands near your thyroid gland. They help control calcium levels in your body.,3,4,4
"s of 2019 these are the only known Fermat primes , and conjecturally the only Fermat primes .",5,There are two special numbers. They are 3 and 5.,There are two special numbers that are prime and have a special pattern.,There is no evidence of any other numbers like this since 2019. It's thought that there will never be any more numbers like this.,1,3,3
STM is based on the concept of quantum tunneling .,5,STM is a tool that looks at tiny things.,STM uses a special idea that helps it move.,STM uses a special idea called quantum tunneling.,3,3,4
The contemporary priesthood can trace its immediate origins to the first half of the 19th century .,5,Today's priests have a long history.,Today's priests started their jobs about 200 years ago.,Today's priests started in the early 1800s.,3,2,2
"Each V1 sends information to two primary pathways , called the ventral stream and the dorsal stream .",5,Information goes through two main paths in our brain.,Each part of the brain sends information to two main routes.,V1 sends information to two main paths in the brain.,3,3,3
"Bibliomania is not to be confused with bibliophilia , which is the usual love of books and is not considered a clinical psychological disorder .",5,Reading is good for you.,Some people love reading books a lot. It's not a problem.,"People who love books don't have a mental illness, even if they have lots of books.",1,2,3
"As the killer 's epithet implies , the victims usually were attacked with an axe , which often belonged to the victims themselves .",5,They killed people with their own axes.,Most people who were killed with an axe were killed in their own homes.,People who used an axe to kill usually attacked others with the axe they owned.,3,3,3
"Although it is toxic in large doses , selenium is an essential micronutrient for animals .",5,Some selenium is good for animals. Too much is bad.,"Animals need a little bit of selenium to stay healthy, but too much is bad for them.","While too much selenium is bad for you, it is good for your body in small amounts.",3,4,4
Gummatous syphilis can happen anywhere from one to 46 years after the person first got syphilis .,5,"If you have syphilis, you might get sick later.",Some people get a serious form of syphilis many years later.,"If you have syphilis, you might get a gummatous infection many years later.",4,4,5
"A bloomery consists of a pit or chimney with heat - resistant walls made of earth , clay , or stone .",5,You can make iron from metal by heating it in a fire.,Old furnaces were built with thick walls.,"An iron-making furnace has strong walls made of earth, clay or stone.",3,3,3
The constitutional court said the congressional resolution to be anti-constitutional and rejected it .,5,They didn't like the law and said no.,The top court said the government's decision was wrong.,The court said the law was not fair and refused to accept it.,2,3,3
Coagulation is highly conserved throughout biology .,5,Ice melts and becomes water.,Some living things form clots.,Many living things have a similar process to make blood clot.,3,3,4
"The electronvolt is often used in atomic , nuclear and particle physics .",5,We use electronvolts to measure the energy of tiny particles like atoms.,We use electronvolts to study tiny things like atoms.,Scientists use electronvolts to study tiny particles like atoms and electrons.,4,4,4
Homosociality is a term sometimes used in discussions of the all-male world of knightly life in medieval culture .,5,Men in armor lived together a long time ago.,"In the past, men-only groups were common.","In medieval times, men who were knights often spent time together.",3,2,3
One major function of chaperones is to prevent polypeptide chains and assembled subunits sticking together in clumps which do not function .,5,Special helpers keep proteins separate.,Chaperones help keep proteins working properly.,Chaperones help keep proteins separate so they work properly.,3,4,4
"In digital puppetry , machinima creators become virtual actors .",5,Computers are used to create movie characters.,People act out roles when they make videos with computer games.,"In computer animation, people play characters in videos.",2,3,3
Thioethers are important in biology .,5,Some chemical compounds are useful in biology.,Thioethers are important in biology.,Thioethers play an important role in living things.,4,4,3
Stereochemistry was important in solving the thalidomide disaster in the 1960s .,5,Some scientists looked at small things to see why a medicine wasn't good.,Chemists used stereochemistry to solve a big problem a long time ago.,Understanding how different shapes of molecules work helped solve a big problem with a drug called thalidomide in the 1960s.,3,5,5
"Because the brain can shift slightly during surgery , the electrodes can become displaced or dislodged from the specific location .",5,Doctors must be careful when they work on your brain. They don't want the wires to fall out.,"Sometimes, the electrodes can fall out during brain surgery.","During surgery, the brain can move. This can cause the electrodes to come loose from where they were placed.",3,3,4
"Leopoldo Alas remains a rather enigmatic figure in the Spanish literary world , leaving a legacy that encouraged the search for God and humanism simultaneously .",5,Leopoldo Alas was a Spanish writer. He liked God. He thought people should be kind.,Leopoldo Alas was a Spanish writer who wrote about being good and believing in God.,Leopoldo Alas was a famous Spanish writer who believed in both God and being kind to people.,3,3,3
Scratch and sniff is created through the process of micro-encapsulation .,5,"When you scratch the paper, it smells nice.",Scratch and sniff things have tiny smells inside.,Some products have a smell that you can smell when you scratch them. This happens because tiny particles of fragrance are hidden inside the product.,2,3,4
Cognitive dissonance theory proposes that people seek psychological consistency between their expectations of life and the existential reality of the world .,5,"If something goes wrong, people feel unhappy. They want things to be alright.",People feel uncomfortable if they think something is true but it's not.,People feel uncomfortable when they have different ideas about how things should be and how they really are.,2,2,3
About half of the polyvinyl chloride resin manufactured each year is used to make pipes .,5,Many plastics are used to make pipes.,Most of the plastic pipes we use are made from PVC.,Most of the plastic used to make pipes comes from PVC.,3,3,3
"Duroplast is light , flexible , and strong .",5,It's a strong and flexible material.,Duroplast is a strong and light material.,"This material is lightweight, flexible and very strong.",3,4,3
"A duchy is the territory or geopolitical entity ruled by a duke , whereas his title or area is often called a dukedom .",5,Some countries have a special person called a duke.,Some countries have a duke who rules an area called a dukedom.,"In some countries, a duke is a high-ranking official who rules over a certain area.",3,4,3
The function or use of the dodecahedra remains a mystery ; no mention of them has been found in texts or pictures of the time .,5,We don't know what dodecahedra were used for. We couldn't find any pictures or books about them.,We don't know what these shapes were used for . Nobody wrote about them a long time ago.,We don't know what people used dodecahedra for. There are no old pictures or texts that show us what they were used for.,3,2,3
"Many of the physical properties of alkenes and alkanes are similar : they are colorless , nonpolar , and combustable .",5,Alkenes and alkanes are the same: they are colourless liquids that can burn.,Alkenes and alkanes are both liquids. They catch fire quickly.,Alkenes and alkanes look the same and have similar properties. They are colourless and can catch fire.,5,5,4
"By May 2008 , Rickrolling had become an internet hit or phenomenon and very soon rickrolling was being covered on mainstream media .",5,"In 2008, a funny video on the internet was popular very quickly. Everyone talked about it.","In 2008, many people watched a funny video on the internet called ""Rickroll"", and then it was shown on TV.","By May 2008, people were watching funny videos of Rick Asheton online. Soon, newspapers and TV shows were talking about it.",3,3,3
"However , some people with schizophrenia have the ability to tickle themselves .",5,Some people with schizophrenia can still be funny.,Some people with schizophrenia can still laugh.,Some people with schizophrenia can still tickle themselves.,4,5,5
The anchoritic life is one of the earliest forms of Christian monasticism .,5,Some Christians lived alone in the desert a long time ago.,Some early Christians lived alone in the desert to pray to God.,"In the early days of Christianity, some monks lived alone in the desert.",3,3,3
"Having filled the offices of quaestor and praetor with more than usual success , he obtained the consulship in 120 .",5,He did his job well and became important a long time ago.,He was a good public official. Later he became the leader of Rome.,He was very successful as a government official and became the leader of Rome in 120.,2,2,3
Follies began as decorative accents on the great estates of the late 16th century and early 17th century but they flourished especially in the two centuries which followed .,5,"Long ago, people built little houses in their gardens. They liked them a lot.","Long ago, people built special buildings to decorate their big houses. Many people liked them.","In the past, people built beautiful decorations on large country houses. They became very popular over the next two centuries.",2,3,3
"Chondroitin sulfate was originally isolated well before the structure was characterized , leading to changes in terminology with time .",5,People found chondroitin sulfate a long time ago. They didn't know what it was.,"People found chondroitin sulfate a long time ago, but they didn’t know what it came from.","We discovered chondroitin sulfate a long time ago, but we didn't know what it looked like. Later, people changed its name.",4,4,4
"Saffron 's aroma is often described by connoisseurs as reminiscent of metallic honey with grassy or hay - like notes , while its taste has also been noted as hay -like and sweet .",5,Some people like the smell of saffron.,Some people think saffron smells like honey. It tastes sweet like grass.,"Some people say saffron smells like honey, grass or hay. It tastes sweet too.",3,3,3
"Such a balance is seen more simply in sickle -cell anemia , which is found mostly in tropical populations in Africa and India .",5,People in Africa and India get sickle-cell anemia.,Some people in Africa and India get a sickness called sickle-cell anemia because they have too much iron in their bodies.,People in some African and Indian countries often have a sickness called sickle-cell anemia.,5,5,5
There are different fields of deontological ethics .,5,There are different kinds of rules-based ethics.,There are different kinds of rules about what is right and wrong.,There are different types of moral rules.,3,2,2
Troubadour songs were mainly about chivalry and courtly love .,5,Some old French songs were about love and chivalry.,Some old French songs were about love and knights.,Most Troubadour songs were about knights and romantic love.,3,3,3
"As the sovereign 's representative in his or her county , a lord-lieutenant remains non-political and may not hold office in any political party .",5,"In some countries, there is a special person who helps the king or queen. This person doesn't get involved in government.",Local leaders should not get involved in politics.,"When a king or queen is away, a lord-lieutenant helps look after their county. They must not be involved in politics.",3,3,3
"In mathematics all function applications are referentially transparent , by the definition of what constitutes a mathematical function .",5,"In maths, we know the answer when we use a rule with numbers.","If you follow a math rule, the answer is clear.","In maths, functions work clearly and easily.",3,3,3
The exact identity of silphium is unclear .,5,We don't know what silphium is.,We don't know what silphium was.,We don’t know what silphium is.,3,3,3
"Rivlin had pulmonary fibrosis , a lung disease .",5,Rivlin was very sick.,Rivlin had a lung problem called pulmonary fibrosis.,Rivlin had a serious lung problem called pulmonary fibrosis.,2,5,5
"When a woman starts to give birth , the amniotic sac should break and the amniotic fluid will leak out the woman 's vagina .",5,"When a woman has a baby, she might get some water in her body before the baby is born.","When a woman has a baby, her water comes out before the baby is born.","When a baby is born, the bag around it breaks and the liquid comes out through the mother's vagina.",2,2,4
Isometric scaling is governed by the square- cube law .,5,"If you change the size of something, it will change too.","If you make something bigger, its volume grows faster than its outer surface.","When you change the size of an object, the amount of material needed increases more than the size.",2,3,3
Colchicine is an alternative treatment for people that are unable to tolerate NSAIDs .,5,Some people use another medicine to help with pain.,"If painkillers don't help, you can try something else.","If you cannot take certain painkillers, there is another medicine called colchicine that you can try.",2,3,5
"Like other columbids , the mourning dove drinks without lifting or tilting its head .",5,"When the dove drinks, it keeps its head down.","Like other pigeons, the mourning dove drinks from the ground.","When drinking, the mourning dove does not lift its head.",2,3,3
"Graphically , Goetzinger is known for her research and attention to detail , carefully rendered apparel and a style influenced by Art Nouveau .",5,Goetzinger's pictures are clear. They show her clothes and things. She likes a special kind of art called Art Nouveau.,Goetzinger's artwork is famous for its beautiful drawings of clothes and its special style.,Goetzinger is a skilled artist who creates beautiful and detailed pictures of clothes.,3,3,3
The right to silence is a legal protection enjoyed by people undergoing police interrogation or trial in certain countries .,5,Some countries allow you to refuse to answer police questions.,"In some countries, you don't have to answer police questions or in court.","In some countries, you have the right to stay silent when the police question you or when you are in court.",3,3,3
The ingredients are diced and then mixed with kvass just before eating ; the ratio of chopped food to kvass is similar to that of cereal to milk .,5,You cut the fruit and add milk to eat it.,You chop the food and add it to a special drink just before eating. It's like adding sugar to tea.,You mix chopped food with a special drink called kvass just before you eat it. The amount of food and drink is like the amount of cereal and milk.,2,3,3
"In parliamentary procedure , a motion is a proposal to do something .",5,"At work, a proposal is an idea for something new that you want to do.","In a meeting, a suggestion is an idea.","In meetings, a motion is an idea to do something.",2,2,3
The eroded sandstone formation stands about 75 ft tall and is about 300 ft in circumference .,5,This rock is huge.,This rock is very big.,This rock formation is about 75 feet tall and 300 feet around.,1,1,3
Sailing skiffs are the fastest and arguably most difficult type of dinghy to sail .,5,"Skiffs are small, fast boats.",Skiffs are fast but difficult to handle.,Skiffs are the fastest type of small boat. They are also very hard to sail.,2,2,3
"The fallout of the weakening rhythm game market affected game developers , publishers and distributors .",5,Some people who work with music games lost their jobs.,Many people lost money because music games stopped being popular.,"When people stopped buying rhythm games, it affected game makers, sellers and shops that sell games.",2,2,3
A complementary strand of DNA or RNA may be constructed based on nucleobase complementarity .,5,You can copy DNA or RNA by matching its parts.,You can make a copy of DNA or RNA by matching the bases.,You can create a new DNA or RNA molecule using its opposite parts.,3,3,3
"Shortly before his first NHL training camp , Boynton was diagnosed with Type I Diabetes , but the condition did not affect his ability to play hockey .",5,"Boynton had diabetes, but he still played hockey.","Boynton was ill when he was young, but it did not stop him from playing hockey.","Before his first training camp, Boynton was told he had diabetes. However, this didn't stop him from playing hockey.",3,3,4
Muscadine berries are bronze to dark purple to black in color when ripe .,5,Ripe muscadine berries are brown or purple.,Most ripe grapes are dark purple or black.,"Ripe muscadine grapes are different shades of brown, purple or black.",4,3,3
"Nanomaterials can be classified in 0D , 1D , 2D and 3D nanomaterials .",5,"There are four kinds of small things: dots, lines, sheets, and blocks.","There are four kinds of nanomaterials. They are zero-dimensional, one-dimensional, two-dimensional, and three-dimensional.","There are four types of nanomaterials: zero-dimensional, one-dimensional, two-dimensional, and three-dimensional.",3,4,4
Primary hypersomnias are very rare .,5,Most people don't sleep too much.,"Most people sleep well, but some have a problem sleeping.",People who have trouble sleeping during the day are very rare.,1,2,2
"Small versions of this instrument , called bird flageolets , were also made and were used for teaching birds to sing .",5,They made small things to help birds learn to sing.,There was a smaller version of this instrument. It helped people teach birds to sing.,There were also small versions of the instrument that people used to teach birds to sing.,2,3,3
"Following the final orchestral crescendo , the song ends with one of the most famous final chords in music history .",5,"When the loud music stops, it ends with a special sound.","When the music is quiet, the song ends with a famous chord.","At the end of the song, there is a loud orchestra sound and then a famous musical chord.",2,3,3
"One notable thing of Japanese mythology is that it explains the origin of the Imperial family , and assigned them divinity .",5,People in Japan think their emperor is special because they believe he was chosen by gods.,"In Japan, myths tell us about the royal family's past and say they were gods.",Japanese myths explain how the royal family came to power and say they are gods.,3,3,3
Products made from neem trees have been used in India for over two millennia for their medicinal properties .,5,People in India have been using neem tree products to get better when they are sick for a long time.,People in India use neem tree things to stay healthy.,"People in India have used products from neem trees for 2,000 years to help them feel better.",3,3,3
In the 19th century the lightning rod became a symbol of American ingenuity and a decorative motif .,5,Some people in America used lightning rods and thought they were pretty.,"In America, people used lightning rods a long time ago. They were also nice decorations.","In the 19th century, lightning rods were not only useful but also fashionable decorations.",3,3,3
"Every civil parish has a parish meeting , consisting of all the electors of the parish .",5,Churches often have groups of people who meet there.,There is a meeting in each village where people can vote.,Each village has a meeting where everyone who votes lives.,2,3,3
There is no evidence that pedophilia can be cured .,5,This sickness has no cure yet.,Some people may never stop wanting to hurt children.,There is no cure for people who have sex with children.,3,2,2
The seventeenth century saw a culinary revolution which transported French gastronomy into the modern era .,5,"In the 1600s, French people began cooking in a new way.",French food changed in the 17th century.,"In the 17th century, French food changed a lot and became more modern.",3,2,2
Very few pyramidia have survived into modern times .,5,Many pyramids have fallen down.,Only a few pyramids are still standing.,Only a few pyramids remain today.,3,3,3
The mallard is a medium-sized waterfowl species that is often slightly heavier than most other dabbling ducks .,5,This duck is big and heavy.,Mallards are ordinary ducks. They are often heavier than other ducks.,Mallards are medium-sized ducks. They are usually a bit heavier than other similar ducks.,2,3,3
A testing dipstick is usually made of paper or cardboard and is impregnated with reagents that indicate some feature of the liquid by changing color .,5,"If you have a car problem, some dipsticks turn colour.","Some car owners use a stick to check the oil in their cars. If the oil is bad, the stick changes colour.","When you put a dipstick into a liquid, it changes colour if there's something wrong.",3,3,3
