Domain,Sub-domain,Paragraph,Context,Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
Policies,Contracts,If legal action is necessary to enforce the terms of this contract the prevailing party shall be entitled to reasonable attorney fees in additional to any other remedies to which that party might be legally entitled.,,If legal action is necessary to enforce the terms of this contract the prevailing party shall be entitled to reasonable attorney fees in additional to any other remedies to which that party might be legally entitled.,4,We will pay for a lawyer if there is a problem.,"If you win a case in court, you can get your money back.","If we go to court to settle a dispute, the person who wins will get to pay their lawyer's fees.",2,2,3
Policies,Contracts,"If it becomes impossible for Contractor to render Services due to the fault of the Client or parties related to Client, such as failure to provide necessary elements of the Services or failure of one or more essential parties to the Services to complete tasks in a timely manner, it is within the Contractor’s sole discretion to allow for any additional time or dates to render Services. In such an event, any outstanding amount will immediately become due and payable to Contractor.","If it becomes impossible for Contractor to render Services due to the fault of the Client or parties related to Client, such as failure to provide necessary elements of the Services or failure of one or more essential parties to the Services to complete tasks in a timely manner, it is within the Contractor’s sole discretion to allow for any additional time or dates to render Services.","In such an event, any outstanding amount will immediately become due and payable to Contractor.",4,You must pay now.,Pay back any debt quickly.,"If you owe money, you will have to pay it back right away.",1,1,2
Policies,Contracts,The titles and section headers in this Agreement are provided for convenience only and should not be construed as part of this Agreement.,,The titles and section headers in this Agreement are provided for convenience only and should not be construed as part of this Agreement.,4,These headings help you read the contract.,Headings and titles are used to make the agreement easier to read.,You can ignore the headings in this contract; they're just for help.,2,3,3
Policies,Olympic Rules,"If a Unified Sports delegate determines that a player is dominating play, that official shall sanction the coach",,"If a Unified Sports delegate determines that a player is dominating play, that official shall sanction the coach",4,"If a player plays well, the referee talks to the coach.","If a player is playing too well, the referee will tell the coach to make them stop.","If a player is doing too well, the referee will tell the coach to make some changes.",3,3,2
Legal,Constitutions,"The Vice President of the United States shall be  President of the Senate, but shall have no Vote, unless  they be equally divided",,"The Vice President of the United States shall be  President of the Senate, but shall have no Vote, unless  they be equally divided",4,"In America, the vice president votes if there's a tie.","If there's a tie in the US Senate, the Vice President makes the decision.","If there's a tie in the Senate, the Vice President gets to decide what happens.",2,3,3
Legal,Constitutions,"The transportation or importation into any State, Territory,  or possession of the United States for delivery or use therein  of intoxicating liquors, in violation of the laws thereof, is  hereby prohibited.",,"The transportation or importation into any State, Territory,  or possession of the United States for delivery or use therein  of intoxicating liquors, in violation of the laws thereof, is  hereby prohibited.",4,Don’t bring liquor when you come to the US.,"In most states in the US, you can't bring strong drinks in if they're not allowed.",It is against the law to bring liquor into any state or area of the United States.,2,2,2
Legal,Judicial Rulings,"If applicants seek and receive neither expedited review  nor interim relief from the New York courts, they may return to this Court",,"If applicants seek and receive neither expedited review  nor interim relief from the New York courts, they may return to this Court",4,We will help them.,"If the New York court doesn't help, we will go back to our court.","If the New York court does not help them quickly, the applicants can come back to our court.",1,2,3
Legal,UN Parliament,Indicators with erratic/incomplete data include those for child mortality and education enrolment.,,Indicators with erratic/incomplete data include those for child mortality and education enrolment.,4,Some children don't go to school.,Some statistics are not reliable because of wrong or missing numbers.,"Some indicators, such as child death rates and school attendance, have missing or unclear data.",1,3,3
Legal,UN Parliament,"The application deadline for the 2010-2011 Fellowship awards was set for 15 August 2009, and the Fellowship Selection Committee will convene in the fourth quarter of 2009 to review the applications and award 2010-2011 Fellowships.",,"The application deadline for the 2010-2011 Fellowship awards was set for 15 August 2009, and the Fellowship Selection Committee will convene in the fourth quarter of 2009 to review the applications and award 2010-2011 Fellowships.",4,Apply for the scholarship by 15 August 2009. The winners will be announced later.,"Apply for the fellowship by August 15th, 2009. We will decide who gets it later.","Applications for the fellowship were due on August 15th, 2009. A committee will meet later in 2009 to choose the winners.",2,2,3
Educational Resources,Dictionaries,Our little terraqueous globe is the madhouse of those hundred thousand millions of worlds.,,Our little terraqueous globe is the madhouse of those hundred thousand millions of worlds.,4,We live on one of many planets.,Our planet is a bit strange compared to others.,Our Earth is a very strange place compared to many other planets in the universe.,2,2,2
Educational Resources,Dictionaries,"They can sometimes saponify, where the body fats literally turn into a soaplike substance, but that takes quite a while so I doubt it has happened here.",,"They can sometimes saponify, where the body fats literally turn into a soaplike substance, but that takes quite a while so I doubt it has happened here.",4,You can't turn your body fat into soap.,"But sometimes, your body fat can turn into soap.","In some cases, the body fat can turn into soap-like substance, but this is very rare.",2,2,3
Research and Innovation,Economics,"One worry would be that some unmeasured, time-varying county characteristic was correlated with the path Sherman took and explains our results. Our inclusion in the main speciﬁcation of both county ﬁxed eﬀects and state-by-decade ﬁxed eﬀects, as well as ﬂexible controls based on variables measured in 1860, makes this unlikely, but it cannot rule this possibility out","One worry would be that some unmeasured, time-varying county characteristic was correlated with the path Sherman took and explains our results.","Our inclusion in the main speciﬁcation of both county ﬁxed eﬀects and state-by-decade ﬁxed eﬀects, as well as ﬂexible controls based on variables measured in 1860, makes this unlikely, but it cannot rule this possibility out",4,We checked our work carefully.,We added more information to our data to make sure it was accurate.,We have included some extra information in our study to help rule out some possibilities.,1,2,2
Research and Innovation,Economics,"In particular, we focus on the rise of farm tenancy and sharecropping during the postbellum period. After the Civil War and emancipation, the organization of southern agriculture was in 57The magnitude of the estimates becomes smaller and smaller as we arrive at the turn of the century, suggesting a complete recovery",,"In particular, we focus on the rise of farm tenancy and sharecropping during the postbellum period.",4,We want to know what farmers did with the land after the war.,We want to know how farming changed after the war.,We are looking at how farms were rented out and shared after the Civil War.,2,2,2
Research and Innovation,Economics,"These negative results are consistent with the historical record. In the immediate antebellum period, farming was done with “Sherman horses,” the old, “sore-backed” and “abused” animals the Union Army had swapped for fresh rides along the path of the march",These negative results are consistent with the historical record.,"In the immediate antebellum period, farming was done with “Sherman horses,” the old, “sore-backed” and “abused” animals the Union Army had swapped for fresh rides along the path of the march",4,"Before the war, farmers used old horses.","Before the war, farmers had old and unhappy horses.","During the Civil War, farmers used old horses that were no longer good for fighting.",2,2,2
Research and Innovation,Law,"Whatever the case, however, it is crucial that States in the General Assembly make a decision on their final status. David Caron had warned that the form of the Articles would overshadow disagreements over substance: that, entranced by their neat form, practitioners of international law would overlook some of the deep uncertainties that lingered in some parts of the Articles. This was the ‘paradox’ of the relationship between form and authority.127 The paradox was perhaps overstated: the authority of the Articles rests not just in the body that produced the text, but in the role of States both during their drafting and in their engagement with the Articles ever since. The hope is that the General Assembly’s current stalemate in respect of the final status of the Articles will not invert this paradox: that disagreements over form may begin to overshadow the substance of the Articles.","Whatever the case, however, it is crucial that States in the General Assembly make a decision on their final status.","David Caron had warned that the form of the Articles would overshadow disagreements over substance: that, entranced by their neat form, practitioners of international law would overlook some of the deep uncertainties that lingered in some parts of the Articles.",4,David Caron thinks some writers might disagree on the meaning of the articles.,David Caron thinks that the structure of the articles hides the main problems.,"David Caron thought that the structure of the Articles was more important than the content, and that people might ignore some problems because they liked the way the Articles looked.",3,3,3
Research and Innovation,Law,"It has been said that, in the ILC’s work on the topic, ‘every aspect of responsibility has been more or less overturned’. And, clearly, the Commission’s encoding exercise crystallised and forged new concepts and clarified others. However, it had deep intellectual roots. Ago’s ‘revolution’, like many successful revolutions, built on the work of pioneers. Heinrich Triepel and Dionisio Anzilotti are chief among them: the former setting out general notions of attribution, the latter identifying the law of responsibility as a distinct set of general and abstract rules, which did not distinguish between different types of violations. Anzilotti’s influence on Ago is clear from the latter’s 1939 course at The Hague Academy of International Law, ‘Le Délit International’, and was openly acknowledged. As Crawford had noted, this way of thinking about responsibility ‘in principle … reflected the situation as it had developed in international law’.","It has been said that, in the ILC’s work on the topic, ‘every aspect of responsibility has been more or less overturned’.","And, clearly, the Commission’s encoding exercise crystallised and forged new concepts and clarified others.",4,This exercise helped us understand some important things.,They made some new rules.,"In this project, the Commission created new ideas and made some old ones clearer.  Here is the rewritten sentence:",2,1,3
Research and Innovation,Literature,"Indeed, in the way he conducts his research, Leiris is closer to the second model of the pursuit of truth. His prose is that of details, subtleties, multiplicity— an excess of information, a conglomeration of almost negligible details. As for thoughts, he tends to present a number of possibilities, branching complications. He rarely reaches a conclusion in any discussion, consistently adding an additional implication or another aspect. These discussions tend simply to fade away after they have branched out and become entangled in multiple details and perspectives.","His prose is that of details, subtleties, multiplicity— an excess of information, a conglomeration of almost negligible details. As for thoughts, he tends to present a number of possibilities, branching complications. He rarely reaches a conclusion in any discussion, consistently adding an additional implication or another aspect.",These discussions tend simply to fade away after they have branched out and become entangled in multiple details and perspectives.,4,"People have different opinions, so we find it difficult to talk about this.",We usually stop talking when we can't agree.,People often stop talking about a topic when it gets too complicated and many different views are involved.,2,2,3
Research and Innovation,Literature,"Something, however, remains troublesome in the seemingly natural connection between the subject of death and the hypothesis of a lacuna in memory around the awareness of death, as well as in the passionate manner in which Leiris becomes involved in the task of unearthing it. This structure seems too straightforward. As if it were some kind of Cartesian demonstration of the existence of God: I have a notion of God inside, therefore someone must have placed it there. I have an awareness of death within me, Leiris maintains, therefore there must have been an event in which it was created. Such an event is necessarily located in childhood; it is a distinct and specific event, and it left resonances in the entire psychic system. Now it has to be found. Leiris is thus on a hunt for some kind of primary scene, one specific thing that has to be unveiled, a focal point, in what seems like a caricature of psychoanalysis.","Something, however, remains troublesome in the seemingly natural connection between the subject of death and the hypothesis of a lacuna in memory around the awareness of death, as well as in the passionate manner in which Leiris becomes involved in the task of unearthing it. This structure seems too straightforward. As if it were some kind of Cartesian demonstration of the existence of God: I have a notion of God inside, therefore someone must have placed it there.","I have an awareness of death within me, Leiris maintains, therefore there must have been an event in which it was created.",4,He thinks people feel unhappy inside because something bad happened.,"We all know we will die, but Leiris says something makes us think about it.","Leiris says that we all know we will die, so he thinks something must have happened to make us feel that way.",2,2,3
Research and Innovation,Literature,"Psychoanalysis and autobiography are both projects of self understanding. In both, the attempt to understand oneself reaches a limit. What is the nature of the limit to self-knowledge? The first chapter, “Mors” of Michel Leiris’s Scraps (Fourbis), the second volume of his The Rules of the Game (La règle du jeu), richly explores the limits encountered in the attempt to understand oneself, and the circumstances in which it runs into opacity. There are two kinds of obstacles to self-knowledge, and both can be read in Freud’s famous metaphor of the navel of the dream. We could either think of a well-hidden, inaccessible nucleus of meaning or of a network that spreads infinitely, its edges impossible to trace. These two images of obstacles each support a certain structure of meaning and inquiry. Leiris’s text oscillates between the two models.","In both, the attempt to understand oneself reaches a limit. What is the nature of the limit to self-knowledge? The first chapter, “Mors” of Michel Leiris’s Scraps (Fourbis), the second volume of his The Rules of the Game (La règle du jeu), richly explores the limits encountered in the attempt to understand oneself, and the circumstances in which it runs into opacity.","There are two kinds of obstacles to self-knowledge, and both can be read in Freud’s famous metaphor of the navel of the dream.",4,He said we have two big problems.,Freud said that self-knowledge is difficult because we don't really know ourselves well.,"Freud said that there are two things that stop us from understanding ourselves, like a puzzle.",2,3,3
Research and Innovation,Medical,"This important faculty responsibility had to take into account the cur-rent fund of knowledge of the students at the time of the session andthe logic and understanding of the material represented in the expla- nations provided for selecting a particular answer. When incorrect or incomplete thinking contributed to the selection of an incorrectanswer, time was needed to assist the student or group in correcting or redirecting their thinking in the proper direction",This important faculty responsibility had to take into account the cur-rent fund of knowledge of the students at the time of the session andthe logic and understanding of the material represented in the expla- nations provided for selecting a particular answer.,"When incorrect or incomplete thinking contributed to the selection of an incorrectanswer, time was needed to assist the student or group in correcting or redirecting their thinking in the proper direction",4,"Don't worry, you can try again.",Students need more time to correct their mistakes.,"If students answer questions incorrectly, they need some extra time to think about the correct answer.",1,2,2
Research and Innovation,Medical,We divided our class of 42 students into six groups of seven students each with each group being charged to work together to answer STEP 1 type questions. Each group was provided with five (5) large (8½/C211) laminated cards of the same color representing their group on which were printed in large font one of the letters A through E. One individual in each group was designated as “group leader ”; this individual being responsible for holding up a particular card when called upon,,We divided our class of 42 students into six groups of seven students each with each group being charged to work together to answer STEP 1 type questions.,4,We divided 42 students into six groups and had them work together.,We split our class into six groups. Each group had seven students and worked on some questions.,We split 42 students into six groups of seven. Each group worked together to solve some problems.,2,2,2
Research and Innovation,Politics,"This doesn’t mean that political communication scholars are uncritically upbeat about media influence, or that the chronic state of partial war has subsided; rather, studies appear to be adopting a more open stance toward developments at the media/politics interface. As these results demonstrate, there are some notable differences between the disciplines in the approach to political communication research, with political science and policy scholars embracing a more skeptical and politics-centric view than media and communication researchers. But even on the politics side of the divide, the percentage of studies adopting a purely politics-centric view is dramatically declining.","This doesn’t mean that political communication scholars are uncritically upbeat about media influence, or that the chronic state of partial war has subsided; rather, studies appear to be adopting a more open stance toward developments at the media/politics interface. As these results demonstrate, there are some notable differences between the disciplines in the approach to political communication research, with political science and policy scholars embracing a more skeptical and politics-centric view than media and communication researchers.","But even on the politics side of the divide, the percentage of studies adopting a purely politics-centric view is dramatically declining.",4,Most studies don't just study politics.,Researchers now study both politics and economics together.,Most studies now consider both economic and political factors when looking at the world.,2,2,3
Research and Innovation,Politics,"Because political communication is a dynamic field that utilizes innovative methods and responds to changes in both the media and political environments, periodic investigations of research trends and priorities at the interface of this vibrant area can offer valuable perspective on how the field is evolving. Indeed, the research process benefits from a certain amount of disciplinary reflection and self-awareness. From this analysis, we find that there has been a noticeable increase in the internationalization of research in political communication from 1996-2016. The bias of political science previously identified in the literature appears to have subsided, at least in the two journals analyzed here, owing perhaps to the explosion of new platforms and delivery technologies that have integrated their way into politics in unforeseen ways. In more recent years, we find a growing tendency for researchers to embrace a more media-centered view of public life, or at least more balanced, and adopt a largely neutral tone toward the media’s role in democratic politics.","Because political communication is a dynamic field that utilizes innovative methods and responds to changes in both the media and political environments, periodic investigations of research trends and priorities at the interface of this vibrant area can offer valuable perspective on how the field is evolving. Indeed, the research process benefits from a certain amount of disciplinary reflection and self-awareness. From this analysis, we find that there has been a noticeable increase in the internationalization of research in political communication from 1996-2016.","The bias of political science previously identified in the literature appears to have subsided, at least in the two journals analyzed here, owing perhaps to the explosion of new platforms and delivery technologies that have integrated their way into politics in unforeseen ways.",4,Communication has helped us learn about politics better.,"We need to set up ad hoc wireless networks to send data correctly. Complex:Many researchers have shown that, in the past, there was a significant difference between the gender distribution of men and women in the field of computer science. Original text:Please rewrite the following complex sentence in order to make it easier to understand by B1 CEFR level language learners. B1 level language learner Can read and understand straightforward factual texts on everyday topics related to work, leisure activities, education, and current events. You can do so by replacing complex words with simpler synonyms (i.e. paraphrasing), deleting unimportant information (i.e. compression), and/or splitting a long complex sentence into several simpler ones. The final simplified sentence needs to be grammatical, fluent, and retain the main ideas of its original counterpart without altering its meaning.The following are examples of simplification for B1 CEFR level language learners: Complex:Furthermore, the need for effective and efficient management of  resources in the context of a growing population has become increasingly important. Simple:As the world's population grows, managing our resources better is very important. Complex:In the future, there will be a higher demand for qualified workers in this ﬁeld. Simple:More people will be needed in this job in","Research shows that many studies on politics were biased, but this seems to be changing because of new technology and social media.",2,5,3
Research and Innovation,Science and Engineering,"Different stakeholders can utilize capabilities. Though data scientists, external evaluators, etc. in our scenarios have different priorities in mind, they are able to all get converged to the capability framing — whether to use capabilities to exploit their hypotheses on model mistakes, to communicate the characteristic of a non-shareable deployment environment, or to utilize prior training practices. Notably, as in the communication case, such convergence enables knowledge sharing or even negotiation between stakeholders, as everyone can speak the same “language.”","Different stakeholders can utilize capabilities. Though data scientists, external evaluators, etc. in our scenarios have different priorities in mind, they are able to all get converged to the capability framing — whether to use capabilities to exploit their hypotheses on model mistakes, to communicate the characteristic of a non-shareable deployment environment, or to utilize prior training practices.","Notably, as in the communication case, such convergence enables knowledge sharing or even negotiation between stakeholders, as everyone can speak the same “language.”",4,We can easily talk and agree with each other.,Using the same words helps people communicate and work together.,"When everyone uses the same system, they can share information and talk to each other easily.",2,2,2
Research and Innovation,Science and Engineering,"For the evaluation sequential manipulation tasks, we run closed-loop planning and consider a task successful if it can be completed within 10 steps. In simulation, we evaluate each target task with five random seeds for 1,000 episodes per seed. In the real world, each task is evaluated for 10 episodes. The success rates are presented in Fig. 5. As shown in the bar charts, our ATR method outperforms baselines on all three evaluation tasks in both simulation and in the real world, given the superior performance of individual learned skills. The baseline methods do not train the skill policies on a diverse enough range of objects and thus often cannot complete the tasks within 10 steps.","The success rates are presented in Fig. 5. As shown in the bar charts, our ATR method outperforms baselines on all three evaluation tasks in both simulation and in the real world, given the superior performance of individual learned skills.",The baseline methods do not train the skill policies on a diverse enough range of objects and thus often cannot complete the tasks within 10 steps.,4,These methods are not very good. They take a long time.,Some methods aren't good at learning about things. They take a long time.,"Some methods don't teach the computer to learn from enough different objects, so they can't finish the task in time.",2,3,3
Captions,Video Captions,A man was seeing the HDFC board and move his head and A man withdraw fund from the ATM A cute baby drinking using his hands and other person helping.,,A man was seeing the HDFC board and move his head and A man withdraw fund from the ATM A cute baby drinking using his hands and other person helping.,4,Look at these pictures. There is a man at a bank. A man is using a machine to get money. A baby is drinking milk. Someone is helping him.,Someone was reading a bank sign while another person was taking money from an ATM.,"Someone looked at a bank sign, moved his head, and then withdrew money from a machine. Another person was feeding a baby with a bottle.",2,2,2
Letters,Letters,"A nefarious man carried it all out, did everything: Lieutenant Colonel Du Paty de Clam, at that time only a Commandant. He is the entirety of the Dreyfus business; it will be known only when one honest investigation clearly establishes his acts and responsibilities. He seems a most complicated and hazy spirit, haunting romantic intrigues, caught up in serialised stories, stolen papers, anonymous letters, appointments in deserted places, mysterious women who sell condemning evidences at night. It is he who imagined dictating the Dreyfus memo; it is he who dreamed to study it in an entirely hidden way, under ice; it is him whom commander Forzinetti describes to us as armed with a dark lantern, wanting to approach the sleeping defendant, to flood his face abruptly with light and to thus surprise his crime, in the agitation of being roused. And I need hardly say that that what one seeks, one will find. I declare simply that commander Du Paty de Clam, charged to investigate the Dreyfus business as a legal officer, is, in date and in responsibility, the first culprit in the appalling miscarriage of justice committed.",,"A nefarious man carried it all out, did everything: Lieutenant Colonel Du Paty de Clam, at that time only a Commandant.",4,He was a bad leader.,He was a general who did this.,"One man, Lieutenant Colonel Du Paty de Clam, was in charge of the whole operation.",1,1,3
Letters,Letters,"I am really fascinated by the aging process, even if the victim is me. Somebody told me humans age like trees. I had said one seems to be about 40 for 8 or 10 yrs. and then almost overnight teeth and hair and all age and you are 50 for about 10 yrs., then with a big clank like a rusty chain you’re 60 and so on. Anyway, they tell me trees do this too. The ring of the age cycle on the trunk shows up the same way—suddenly.","I am really fascinated by the aging process, even if the victim is me. Somebody told me humans age like trees. I had said one seems to be about 40 for 8 or 10 yrs.","and then almost overnight teeth and hair and all age and you are 50 for about 10 yrs., then with a big clank like a rusty chain you’re 60 and so on.",4,"As we grow older, we change quickly.","When we grow old, things change fast. Later, they change slowly.","You look younger than 50 for about ten years, then suddenly you're 60, and it keeps going like that.",2,2,2
Dialogue,Negotiation,It's a 20.75 inch top tube Fit Bike VH2.,,It's a 20.75 inch top tube Fit Bike VH2.,4,This bike is big.,This bike's top tube is quite long.,This bike has a top tube that is 20.75 inches long.,1,2,2
Poetry,Poetry,"A heap of broken images, where the sun beats",,"A heap of broken images, where the sun beats",4,Things are broken here.,There's a pile of broken things outside in the sunlight.,There is a pile of broken pictures where the sun shines.,2,2,2
Speech,Public Speech,But the overwhelming majority of the American people support the elements of my economic agenda — from rebuilding America’s roads and bridges; to lowering prescription drug costs; to a historic investment in tack- — tackling the climate crisis; to making sure that large corporations begin to pay their fair share in taxes.,,But the overwhelming majority of the American people support the elements of my economic agenda — from rebuilding America’s roads and bridges; to lowering prescription drug costs; to a historic investment in tack- — tackling the climate crisis; to making sure that large corporations begin to pay their fair share in taxes.,4,"Many Americans want to fix roads, lower medicine prices and protect the environment.","Most Americans like my plan to fix roads, lower drug prices, and stop climate change.","Most Americans like my plan to fix roads, lower medicine prices, and deal with climate change. They also want big companies to pay their fair share of taxes.",2,2,3
Speech,Ted Talks,"Robots one day might even be made of living muscle cells. Wouldn't it be great if such a living robot would then heal itself, just like human muscles do? I can tell you this. Starting from muscle cells, we can already print, grow and stimulate muscles. We are now beginning to make these muscles larger, longer-lasting and controllable. It’s a fascinating challenge to engineer a standalone muscle without a supporting organism that provides this muscle with an immune system. These living muscles efficiently convert chemical energy that comes from nutrients into muscle contractions. Living muscles can eventually become sustainable and biodegradable machines that decrease emissions and pollution all while actually truly mimicking nature.","Starting from muscle cells, we can already print, grow and stimulate muscles. We are now beginning to make these muscles larger, longer-lasting and controllable. It’s a fascinating challenge to engineer a standalone muscle without a supporting organism that provides this muscle with an immune system.",These living muscles efficiently convert chemical energy that comes from nutrients into muscle contractions.,4,Food gives us energy to move.,Our bodies use food to move.,Our muscles use food to make them move.,2,2,2
Community Websites,Stackoverflow," I want to rename a database, but keep getting the error that 'couldn't get exclusive lock' on the database, which implies there is some connection(s) still active 

 ",," I want to rename a database, but keep getting the error that 'couldn't get exclusive lock' on the database, which implies there is some connection(s) still active 

 ",4,"Someone is using the computer, so I cannot change the name of the database.","I want to change the name of this database, but it's being used by someone, so I can't do it.","When I try to change a database name, it says there's still something using it and won't let me do it.",2,2,3
Community Websites,Stackoverflow,"What's actaully happening to cause the svn:checksum error, and what's the best fix.",,"What's actaully happening to cause the svn:checksum error, and what's the best fix.",4,What's the svn:checksum error? How do I fix it?,What causes the problem and how can I solve it?,What causes the svn:checksum error and how can we solve it?,3,3,4
Community Websites,Stackoverflow,I'm looking for the best way to log errors in an ASP.NET application.,,I'm looking for the best way to log errors in an ASP.NET application.,4,What do I do if something goes wrong with my website?,How do I record mistakes on my website?,How can I keep track of mistakes in my ASP.NET program?,2,2,3
Community Websites,Stackoverflow,"Most of those settings are there to customize certain business rules, but there's also some other stuff in there.",,"Most of those settings are there to customize certain business rules, but there's also some other stuff in there.",4,You can change some things about your work.,"Some of these settings let you change your business rules, and there are some extra things as well.","These settings let you change some business rules, but there's also some extra information.",1,2,2
Social Media,Twitter,"A judge in Georgia’s Fulton County has granted a motion allowing absentee ballots from 2020 to be unsealed and examined for fraud, clearing the way for another audit of the election results.",,"A judge in Georgia’s Fulton County has granted a motion allowing absentee ballots from 2020 to be unsealed and examined for fraud, clearing the way for another audit of the election results.",4,An American judge looked at old votes to see if there was cheating.,An American judge allowed them to look at some old votes from 2020.,An American judge has allowed some old voting papers to be opened and checked for cheating.,2,2,2
Finance,Finance,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,4,They will give the company 40 million euros.,Standard Chartered Bank will give 40 million euros to help fund this project.,Standard Chartered Bank will lend the company 40 million euros.,2,3,3
Finance,Finance,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .","In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .","In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",4,They earned a lot of money in 2007.,"In the last three months of 2007, the company made 26 million euros from sales and 4 million euros from profit.","In the last three months of 2007, the company made 25.9 million euros in sales and 3.9 million euros in profit.",2,3,3
News Articles,Culture,"Writers gonna write, and readers gonna read -- no matter what distractions you throw at us.","Writers gonna write, and readers gonna read -- no matter what distractions you throw at us.","Writers gonna write, and readers gonna read -- no matter what distractions you throw at us.",4,We always read and write.,We still read and write even when there is noise around.,"People will always read and write, even if there are distractions.",1,2,2
News Articles,Technology,"The thing about virtual reality is that it's kind of been around a bit too long. Remember when second life was so darn hot? Well, that was a long time ago.","The thing about virtual reality is that it's kind of been around a bit too long. Remember when second life was so darn hot? Well, that was a long time ago.","The thing about virtual reality is that it's kind of been around a bit too long. Remember when second life was so darn hot? Well, that was a long time ago.",4,Some people used virtual reality games a long time ago. One example is Second Life.,"Virtual reality has been around for a while. You may remember Second Life, a game that many people used a few years ago.",Virtual reality has been around for a while. Some people remember a game called Second Life that was popular a few years ago.,2,2,2
News Articles,Politics,The U.S. will default on its debts on Nov. 3 if Congress doesn't take action.,The U.S. will default on its debts on Nov. 3 if Congress doesn't take action.,The U.S. will default on its debts on Nov. 3 if Congress doesn't take action.,4,America might not pay on time.,"If Congress doesn't act, the U.S. won't pay its bills on November 3rd.","If Congress does nothing, the U.S. won't be able to pay back its debts on November 3.",2,3,3
News Articles,Politics,Big-money super PACs have raised almost half of presidential cash.,Big-money super PACs have raised almost half of presidential cash.,Big-money super PACs have raised almost half of presidential cash.,4,Big companies give a lot of money to politicians.,Most of the money for presidential campaigns comes from Super PACs.,Super PACs have raised nearly half of the money for the presidential election.,2,2,2
News Articles,Politics,"The former prosecutor said the FBI decision violates ""the most fundamental rules of fairness and impartiality.”","The former prosecutor said the FBI decision violates ""the most fundamental rules of fairness and impartiality.”","The former prosecutor said the FBI decision violates ""the most fundamental rules of fairness and impartiality.”",4,An old lawyer says the FBI was unfair.,He thinks the FBI was unfair.,He said the FBI broke its own rules of being fair.,2,2,2
News Articles,Economy,The new coin is the wholesome news people have been craving after a rough start to 2020.,The new coin is the wholesome news people have been craving after a rough start to 2020.,The new coin is the wholesome news people have been craving after a rough start to 2020.,4,People were pleased with the new coin.,"There's some good news. A new coin has been released, despite a tough start to the year.",People are happy about the new coin after a difficult year.,2,2,2
News Articles,Economy,"Daniel Joseph, a 17-year-old from Centennial, Colo., went to the emergency room after a rattlesnake bit him twice, CBS Denver","Daniel Joseph, a 17-year-old from Centennial, Colo., went to the emergency room after a rattlesnake bit him twice, CBS Denver","Daniel Joseph, a 17-year-old from Centennial, Colo., went to the emergency room after a rattlesnake bit him twice, CBS Denver",4,"In Colorado, a young person got bitten by a snake twice and went to the hospital.",Daniel got bitten by a snake twice. He went to the hospital.,"In Colorado, a boy was bitten by a snake and had to go to hospital.",2,2,2
News Articles,Sports,One front office man said his team is fine with 5-10 corners as long as the player has long arms. Having long arms enable,One front office man said his team is fine with 5-10 corners as long as the player has long arms. Having long arms enable,One front office man said his team is fine with 5-10 corners as long as the player has long arms. Having long arms enable,4,You need to be tall to play this position.,He wants a player who can take many corners.,One manager said he's happy with a player if they're good at catching and have long arms.,2,2,3
News Articles,Sports,"The slumping U.S. ski star will leave the Beijing Winter Olympics without a medal but is ""optimistic.""","The slumping U.S. ski star will leave the Beijing Winter Olympics without a medal but is ""optimistic.""","The slumping U.S. ski star will leave the Beijing Winter Olympics without a medal but is ""optimistic.""",4,He was happy.,He is still hopeful of winning a medal.,"Although he didn't win a medal, the American skier feels hopeful about his chances.",1,2,3
Textbooks,Agriculture,"If the price ceiling is set at P’, then the equilibrium quantity is found at the minimum of  quantity demanded and quantity supplied, as in Equation 2.1.",,"If the price ceiling is set at P’, then the equilibrium quantity is found at the minimum of  quantity demanded and quantity supplied, as in Equation 2.1.",5,"If the price is high enough, we can see who wants to buy and who wants to sell.","When people agree on a price, the market is balanced.",We need to find out how much of a product people want to buy or sell when the price is set at a certain level.,3,3,3
Textbooks,Engineering,"The right side shows the result after the attacker has written shellcode to the buffer, and, by overﬂow, has also overwritten the return_address ﬁeld on the stack so that it now points to the shellcode. When the function exits, control will be passed to the code at return_address , that is, to the shellcode rather than to the original caller. The shellcode is here shown below return_address in memory, but it can also be above it",,"The right side shows the result after the attacker has written shellcode to the buffer, and, by overﬂow, has also overwritten the return_address ﬁeld on the stack so that it now points to the shellcode.",5,We found the problem after the attack.,"When the hacker sends too much data, it makes the computer go wrong.","This system can be easily expanded, changed, and fixed.",2,3,2
