Domain,Sub-domain,Paragraph,Context,Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
Guides,User Manuals,"Android Auto brings the most useful apps to your device screen or your compatible car display in a format that makes it easy for you to keep your main focus on driving. You can control features like navigation and maps, calls and text messages, and music",,Android Auto brings the most useful apps to your device screen or your compatible car display in a format that makes it easy for you to keep your main focus on driving.,4,Android Auto shows you important things on your phone while you drive.,Android Auto shows you important things while you drive.,"Android Auto shows you the most useful apps on your phone or car screen while you drive, so you don’t have to look away from the road.",2,2,3
Policies,Code of Conduct,"If you feel that this document needs modification to its wording, feel free to reach out to any Fatima Fellowship organizer through Slack or the e-mail address provided on the program website",,"If you feel that this document needs modification to its wording, feel free to reach out to any Fatima Fellowship organizer through Slack or the e-mail address provided on the program website",4,Tell us if you want to change something.,"If you think this document is wrong, tell us.","If you think the text needs to be changed, contact us through Slack or the email on our website.",2,2,3
Policies,Code of Conduct,"Participation in Fatima Fellowship as an organizer, mentor, or fellow does not constitute any agency, partnership or joint venture between you and Fatima Fellowship and/or any other community member, or their home institution",,"Participation in Fatima Fellowship as an organizer, mentor, or fellow does not constitute any agency, partnership or joint venture between you and Fatima Fellowship and/or any other community member, or their home institution",4,You will not work with us if you join the Fatima Fellowship team.,Being part of the Fatima Fellowship programme doesn’t mean you work with us or the others who are part of it.,Participating in the Fatima Fellowship program does not mean that you have a business relationship with us or with other participants.,2,2,3
Policies,Contracts,If legal action is necessary to enforce the terms of this contract the prevailing party shall be entitled to reasonable attorney fees in additional to any other remedies to which that party might be legally entitled.,,If legal action is necessary to enforce the terms of this contract the prevailing party shall be entitled to reasonable attorney fees in additional to any other remedies to which that party might be legally entitled.,4,"If we go to court, we get some money back.","If you go to court and win, you may get money back for your lawyer.","If we go to court to enforce this contract, the winner will get their lawyer's fees paid back, plus any other money they are owed.",2,2,3
Policies,Contracts,"If it becomes impossible for Contractor to render Services due to the fault of the Client or parties related to Client, such as failure to provide necessary elements of the Services or failure of one or more essential parties to the Services to complete tasks in a timely manner, it is within the Contractor’s sole discretion to allow for any additional time or dates to render Services. In such an event, any outstanding amount will immediately become due and payable to Contractor.","If it becomes impossible for Contractor to render Services due to the fault of the Client or parties related to Client, such as failure to provide necessary elements of the Services or failure of one or more essential parties to the Services to complete tasks in a timely manner, it is within the Contractor’s sole discretion to allow for any additional time or dates to render Services.","In such an event, any outstanding amount will immediately become due and payable to Contractor.",4,You will get your money later.,You will pay the rest of the money quickly.,"If there is money still owed, it must be paid right away to the contractor.",1,2,3
Policies,Contracts,The titles and section headers in this Agreement are provided for convenience only and should not be construed as part of this Agreement.,,The titles and section headers in this Agreement are provided for convenience only and should not be construed as part of this Agreement.,4,This agreement is easy to read. It has headings and titles. They don't change anything.,This agreement has titles for each part. These titles don't change what the agreement says.,"This Agreement has titles and section headers, but they are not important.",2,3,3
Policies,Olympic Rules,"If a Unified Sports delegate determines that a player is dominating play, that official shall sanction the coach",,"If a Unified Sports delegate determines that a player is dominating play, that official shall sanction the coach",4,"If a player plays well, the referee stops them.","If one team is winning too much, the official will give the other team more chances.","If a player is dominating the game, the official will stop the coach from continuing.",2,3,3
Legal,Constitutions,"The Vice President of the United States shall be  President of the Senate, but shall have no Vote, unless  they be equally divided",,"The Vice President of the United States shall be  President of the Senate, but shall have no Vote, unless  they be equally divided",4,The Vice President leads the Senate. They cannot vote unless it is a tie.,The Vice President of the United States helps lead the Senate. They only get to vote when it's tied.,"The Vice President is the president of the Senate, but they don't get to vote unless there's a tie.",2,2,3
Legal,Constitutions,"The transportation or importation into any State, Territory,  or possession of the United States for delivery or use therein  of intoxicating liquors, in violation of the laws thereof, is  hereby prohibited.",,"The transportation or importation into any State, Territory,  or possession of the United States for delivery or use therein  of intoxicating liquors, in violation of the laws thereof, is  hereby prohibited.",4,Don't bring strong drinks into some places.,"In some states, you can’t bring strong drink into the country.","It is against the law to bring liquor into a state, territory, or other US area and sell or use it there.",2,2,3
Legal,Judicial Rulings,"If applicants seek and receive neither expedited review  nor interim relief from the New York courts, they may return to this Court",,"If applicants seek and receive neither expedited review  nor interim relief from the New York courts, they may return to this Court",4,You can go to this Court if you're not happy with the New York court's decision.,"If applicants don't get help from the New York courts soon, they will come back here.","If applicants do not get what they want quickly from the New York courts, they can come back to this Court.",2,3,3
Legal,UN Parliament,Indicators with erratic/incomplete data include those for child mortality and education enrolment.,,Indicators with erratic/incomplete data include those for child mortality and education enrolment.,4,We don’t know enough about children’s deaths and school.,"Some statistics are not clear or are missing, like how many children die and how many students go to school.","Some indicators have missing or confusing data, especially for children’s health and education.",2,2,3
Legal,UN Parliament,"The application deadline for the 2010-2011 Fellowship awards was set for 15 August 2009, and the Fellowship Selection Committee will convene in the fourth quarter of 2009 to review the applications and award 2010-2011 Fellowships.",,"The application deadline for the 2010-2011 Fellowship awards was set for 15 August 2009, and the Fellowship Selection Committee will convene in the fourth quarter of 2009 to review the applications and award 2010-2011 Fellowships.",4,You need to apply for the Fellowship by August 15th. A committee will pick the winners later.,"The application deadline was 15 August 2009. Then, the committee will choose the winners in the last three months of 2009.",You must apply for the 2010-2011 Fellowship by 15 August 2009. A committee will choose the winners later that year.,2,3,3
Educational Resources,Dictionaries,Our little terraqueous globe is the madhouse of those hundred thousand millions of worlds.,,Our little terraqueous globe is the madhouse of those hundred thousand millions of worlds.,4,Our planet is not like other planets.,Our planet is small in a very big universe.,Our planet is a crazy place compared to the other planets in our universe.,2,2,2
Educational Resources,Dictionaries,"They can sometimes saponify, where the body fats literally turn into a soaplike substance, but that takes quite a while so I doubt it has happened here.",,"They can sometimes saponify, where the body fats literally turn into a soaplike substance, but that takes quite a while so I doubt it has happened here.",4,"No, they don't become soap.","Soap can be made from them, but it takes a lot of time.","They can sometimes turn into soap, but this is very unlikely to happen.",2,2,3
Research and Innovation,Economics,"One worry would be that some unmeasured, time-varying county characteristic was correlated with the path Sherman took and explains our results. Our inclusion in the main speciﬁcation of both county ﬁxed eﬀects and state-by-decade ﬁxed eﬀects, as well as ﬂexible controls based on variables measured in 1860, makes this unlikely, but it cannot rule this possibility out","One worry would be that some unmeasured, time-varying county characteristic was correlated with the path Sherman took and explains our results.","Our inclusion in the main speciﬁcation of both county ﬁxed eﬀects and state-by-decade ﬁxed eﬀects, as well as ﬂexible controls based on variables measured in 1860, makes this unlikely, but it cannot rule this possibility out",4,"We have thought about other things, but this might still be true.","Our study has extra information that helps us avoid mistakes, but we can still make errors.","We have included many factors in our research that should make it unlikely that the results were due to chance, but we cannot be sure.",2,3,3
Research and Innovation,Economics,"In particular, we focus on the rise of farm tenancy and sharecropping during the postbellum period. After the Civil War and emancipation, the organization of southern agriculture was in 57The magnitude of the estimates becomes smaller and smaller as we arrive at the turn of the century, suggesting a complete recovery",,"In particular, we focus on the rise of farm tenancy and sharecropping during the postbellum period.",4,Some farmers rented their land after the war.,Farmers rented land or shared their crops with others during this time.,We look at how farming changed after the war.,2,3,2
Research and Innovation,Economics,"These negative results are consistent with the historical record. In the immediate antebellum period, farming was done with “Sherman horses,” the old, “sore-backed” and “abused” animals the Union Army had swapped for fresh rides along the path of the march",These negative results are consistent with the historical record.,"In the immediate antebellum period, farming was done with “Sherman horses,” the old, “sore-backed” and “abused” animals the Union Army had swapped for fresh rides along the path of the march",4,Old horses came from the army to farmers before the war.,People used old horses for farming during this time.,"Before the Civil War, farmers used old, tired horses that the Union Army had given them.",2,2,2
Research and Innovation,Law,"Whatever the case, however, it is crucial that States in the General Assembly make a decision on their final status. David Caron had warned that the form of the Articles would overshadow disagreements over substance: that, entranced by their neat form, practitioners of international law would overlook some of the deep uncertainties that lingered in some parts of the Articles. This was the ‘paradox’ of the relationship between form and authority.127 The paradox was perhaps overstated: the authority of the Articles rests not just in the body that produced the text, but in the role of States both during their drafting and in their engagement with the Articles ever since. The hope is that the General Assembly’s current stalemate in respect of the final status of the Articles will not invert this paradox: that disagreements over form may begin to overshadow the substance of the Articles.","Whatever the case, however, it is crucial that States in the General Assembly make a decision on their final status.","David Caron had warned that the form of the Articles would overshadow disagreements over substance: that, entranced by their neat form, practitioners of international law would overlook some of the deep uncertainties that lingered in some parts of the Articles.",4,We might be focusing on the wrong things.,David Caron said that how the Articles were written was more important than the disagreements about them. People might focus on how they looked and forget about the real problems.,David Caron said that people might focus too much on how the Articles are structured and forget about the important issues.,2,3,3
Research and Innovation,Law,"It has been said that, in the ILC’s work on the topic, ‘every aspect of responsibility has been more or less overturned’. And, clearly, the Commission’s encoding exercise crystallised and forged new concepts and clarified others. However, it had deep intellectual roots. Ago’s ‘revolution’, like many successful revolutions, built on the work of pioneers. Heinrich Triepel and Dionisio Anzilotti are chief among them: the former setting out general notions of attribution, the latter identifying the law of responsibility as a distinct set of general and abstract rules, which did not distinguish between different types of violations. Anzilotti’s influence on Ago is clear from the latter’s 1939 course at The Hague Academy of International Law, ‘Le Délit International’, and was openly acknowledged. As Crawford had noted, this way of thinking about responsibility ‘in principle … reflected the situation as it had developed in international law’.","It has been said that, in the ILC’s work on the topic, ‘every aspect of responsibility has been more or less overturned’.","And, clearly, the Commission’s encoding exercise crystallised and forged new concepts and clarified others.",4,They have given us new ideas about food labels.,The Commission made old ideas clearer and explained new ones.,The Commission's exercise helped create new ideas and made existing ones clearer.,2,3,3
Research and Innovation,Literature,"Indeed, in the way he conducts his research, Leiris is closer to the second model of the pursuit of truth. His prose is that of details, subtleties, multiplicity— an excess of information, a conglomeration of almost negligible details. As for thoughts, he tends to present a number of possibilities, branching complications. He rarely reaches a conclusion in any discussion, consistently adding an additional implication or another aspect. These discussions tend simply to fade away after they have branched out and become entangled in multiple details and perspectives.","His prose is that of details, subtleties, multiplicity— an excess of information, a conglomeration of almost negligible details. As for thoughts, he tends to present a number of possibilities, branching complications. He rarely reaches a conclusion in any discussion, consistently adding an additional implication or another aspect.",These discussions tend simply to fade away after they have branched out and become entangled in multiple details and perspectives.,4,We have too many ideas and can't agree.,Conversations can become complicated when we talk about something in detail.,"When discussions get complicated, they often stop being useful and disappear.",2,2,3
Research and Innovation,Literature,"Something, however, remains troublesome in the seemingly natural connection between the subject of death and the hypothesis of a lacuna in memory around the awareness of death, as well as in the passionate manner in which Leiris becomes involved in the task of unearthing it. This structure seems too straightforward. As if it were some kind of Cartesian demonstration of the existence of God: I have a notion of God inside, therefore someone must have placed it there. I have an awareness of death within me, Leiris maintains, therefore there must have been an event in which it was created. Such an event is necessarily located in childhood; it is a distinct and specific event, and it left resonances in the entire psychic system. Now it has to be found. Leiris is thus on a hunt for some kind of primary scene, one specific thing that has to be unveiled, a focal point, in what seems like a caricature of psychoanalysis.","Something, however, remains troublesome in the seemingly natural connection between the subject of death and the hypothesis of a lacuna in memory around the awareness of death, as well as in the passionate manner in which Leiris becomes involved in the task of unearthing it. This structure seems too straightforward. As if it were some kind of Cartesian demonstration of the existence of God: I have a notion of God inside, therefore someone must have placed it there.","I have an awareness of death within me, Leiris maintains, therefore there must have been an event in which it was created.",4,He knows about death since he was a child. People have known about it for a long time.,Leiris thinks he knows about death because he experienced it before.,"Leiris says that he knows about death inside himself, so it must have happened once.",2,2,3
Research and Innovation,Literature,"Psychoanalysis and autobiography are both projects of self understanding. In both, the attempt to understand oneself reaches a limit. What is the nature of the limit to self-knowledge? The first chapter, “Mors” of Michel Leiris’s Scraps (Fourbis), the second volume of his The Rules of the Game (La règle du jeu), richly explores the limits encountered in the attempt to understand oneself, and the circumstances in which it runs into opacity. There are two kinds of obstacles to self-knowledge, and both can be read in Freud’s famous metaphor of the navel of the dream. We could either think of a well-hidden, inaccessible nucleus of meaning or of a network that spreads infinitely, its edges impossible to trace. These two images of obstacles each support a certain structure of meaning and inquiry. Leiris’s text oscillates between the two models.","In both, the attempt to understand oneself reaches a limit. What is the nature of the limit to self-knowledge? The first chapter, “Mors” of Michel Leiris’s Scraps (Fourbis), the second volume of his The Rules of the Game (La règle du jeu), richly explores the limits encountered in the attempt to understand oneself, and the circumstances in which it runs into opacity.","There are two kinds of obstacles to self-knowledge, and both can be read in Freud’s famous metaphor of the navel of the dream.",4,We have two big problems when we try to understand ourselves.,There are two big problems that stop us from understanding ourselves. Freud used an example to explain these problems.,Freud’s dream navel metaphor has two meanings.,2,3,4
Research and Innovation,Medical,"This important faculty responsibility had to take into account the cur-rent fund of knowledge of the students at the time of the session andthe logic and understanding of the material represented in the expla- nations provided for selecting a particular answer. When incorrect or incomplete thinking contributed to the selection of an incorrectanswer, time was needed to assist the student or group in correcting or redirecting their thinking in the proper direction",This important faculty responsibility had to take into account the cur-rent fund of knowledge of the students at the time of the session andthe logic and understanding of the material represented in the expla- nations provided for selecting a particular answer.,"When incorrect or incomplete thinking contributed to the selection of an incorrectanswer, time was needed to assist the student or group in correcting or redirecting their thinking in the proper direction",4,"When students pick the wrong answer, they need help.","If you make a mistake on a test, you can ask for help to fix it.","If students choose the wrong answer because they thought incorrectly, teachers help them fix their mistake.",2,2,3
Research and Innovation,Medical,We divided our class of 42 students into six groups of seven students each with each group being charged to work together to answer STEP 1 type questions. Each group was provided with five (5) large (8½/C211) laminated cards of the same color representing their group on which were printed in large font one of the letters A through E. One individual in each group was designated as “group leader ”; this individual being responsible for holding up a particular card when called upon,,We divided our class of 42 students into six groups of seven students each with each group being charged to work together to answer STEP 1 type questions.,4,We put 42 students into six groups. There were seven students in each group. They worked together.,We were put into six groups of seven students each. We worked together in our groups to answer questions.,We divided 42 students into six groups. Each group had seven students. They worked together to solve problems.,2,2,2
Research and Innovation,Politics,"This doesn’t mean that political communication scholars are uncritically upbeat about media influence, or that the chronic state of partial war has subsided; rather, studies appear to be adopting a more open stance toward developments at the media/politics interface. As these results demonstrate, there are some notable differences between the disciplines in the approach to political communication research, with political science and policy scholars embracing a more skeptical and politics-centric view than media and communication researchers. But even on the politics side of the divide, the percentage of studies adopting a purely politics-centric view is dramatically declining.","This doesn’t mean that political communication scholars are uncritically upbeat about media influence, or that the chronic state of partial war has subsided; rather, studies appear to be adopting a more open stance toward developments at the media/politics interface. As these results demonstrate, there are some notable differences between the disciplines in the approach to political communication research, with political science and policy scholars embracing a more skeptical and politics-centric view than media and communication researchers.","But even on the politics side of the divide, the percentage of studies adopting a purely politics-centric view is dramatically declining.",4,Some people study politics and economics together.,Researchers are studying how politics affect people's lives.,Most studies now look at the politics and economics together.,2,2,2
Research and Innovation,Politics,"Because political communication is a dynamic field that utilizes innovative methods and responds to changes in both the media and political environments, periodic investigations of research trends and priorities at the interface of this vibrant area can offer valuable perspective on how the field is evolving. Indeed, the research process benefits from a certain amount of disciplinary reflection and self-awareness. From this analysis, we find that there has been a noticeable increase in the internationalization of research in political communication from 1996-2016. The bias of political science previously identified in the literature appears to have subsided, at least in the two journals analyzed here, owing perhaps to the explosion of new platforms and delivery technologies that have integrated their way into politics in unforeseen ways. In more recent years, we find a growing tendency for researchers to embrace a more media-centered view of public life, or at least more balanced, and adopt a largely neutral tone toward the media’s role in democratic politics.","Because political communication is a dynamic field that utilizes innovative methods and responds to changes in both the media and political environments, periodic investigations of research trends and priorities at the interface of this vibrant area can offer valuable perspective on how the field is evolving. Indeed, the research process benefits from a certain amount of disciplinary reflection and self-awareness. From this analysis, we find that there has been a noticeable increase in the internationalization of research in political communication from 1996-2016.","The bias of political science previously identified in the literature appears to have subsided, at least in the two journals analyzed here, owing perhaps to the explosion of new platforms and delivery technologies that have integrated their way into politics in unforeseen ways.",4,There is less bias in political studies now.,"Researchers found a problem earlier, but it's not there now. This could be because of the internet and other new technologies.","Most studies on politics have shown a bias, but this study suggests that this bias may have disappeared, possibly because of new ways to communicate and share information that have become very important in politics.",2,3,4
Research and Innovation,Science and Engineering,"Different stakeholders can utilize capabilities. Though data scientists, external evaluators, etc. in our scenarios have different priorities in mind, they are able to all get converged to the capability framing — whether to use capabilities to exploit their hypotheses on model mistakes, to communicate the characteristic of a non-shareable deployment environment, or to utilize prior training practices. Notably, as in the communication case, such convergence enables knowledge sharing or even negotiation between stakeholders, as everyone can speak the same “language.”","Different stakeholders can utilize capabilities. Though data scientists, external evaluators, etc. in our scenarios have different priorities in mind, they are able to all get converged to the capability framing — whether to use capabilities to exploit their hypotheses on model mistakes, to communicate the characteristic of a non-shareable deployment environment, or to utilize prior training practices.","Notably, as in the communication case, such convergence enables knowledge sharing or even negotiation between stakeholders, as everyone can speak the same “language.”",4,"When people speak the same language, they can talk and work better together.",We can now communicate and share information with each other easily.,Convergence allows people to share knowledge or negotiate more easily because they all speak the same language.,2,2,3
Research and Innovation,Science and Engineering,"For the evaluation sequential manipulation tasks, we run closed-loop planning and consider a task successful if it can be completed within 10 steps. In simulation, we evaluate each target task with five random seeds for 1,000 episodes per seed. In the real world, each task is evaluated for 10 episodes. The success rates are presented in Fig. 5. As shown in the bar charts, our ATR method outperforms baselines on all three evaluation tasks in both simulation and in the real world, given the superior performance of individual learned skills. The baseline methods do not train the skill policies on a diverse enough range of objects and thus often cannot complete the tasks within 10 steps.","The success rates are presented in Fig. 5. As shown in the bar charts, our ATR method outperforms baselines on all three evaluation tasks in both simulation and in the real world, given the superior performance of individual learned skills.",The baseline methods do not train the skill policies on a diverse enough range of objects and thus often cannot complete the tasks within 10 steps.,4,These methods are not good for robots. They take a long time to work.,Baseline methods don't work well because they see only a few objects.,"These methods don't train their policies well because they only look at a few examples. As a result, they often need more than 10 steps to finish the task.",2,3,3
Captions,Video Captions,A man was seeing the HDFC board and move his head and A man withdraw fund from the ATM A cute baby drinking using his hands and other person helping.,,A man was seeing the HDFC board and move his head and A man withdraw fund from the ATM A cute baby drinking using his hands and other person helping.,4,1. He saw the HDFC board and said yes.,There were people doing different things in the street. One man looked at a notice from the bank. Another man took money from the ATM. A baby was eating and someone helped him.,He was looking at the HDFC bank notice. He moved his head. Someone took money out of an ATM. A baby was drinking from a cup with his hands. Another person helped him.,2,2,2
Letters,Letters,"A nefarious man carried it all out, did everything: Lieutenant Colonel Du Paty de Clam, at that time only a Commandant. He is the entirety of the Dreyfus business; it will be known only when one honest investigation clearly establishes his acts and responsibilities. He seems a most complicated and hazy spirit, haunting romantic intrigues, caught up in serialised stories, stolen papers, anonymous letters, appointments in deserted places, mysterious women who sell condemning evidences at night. It is he who imagined dictating the Dreyfus memo; it is he who dreamed to study it in an entirely hidden way, under ice; it is him whom commander Forzinetti describes to us as armed with a dark lantern, wanting to approach the sleeping defendant, to flood his face abruptly with light and to thus surprise his crime, in the agitation of being roused. And I need hardly say that that what one seeks, one will find. I declare simply that commander Du Paty de Clam, charged to investigate the Dreyfus business as a legal officer, is, in date and in responsibility, the first culprit in the appalling miscarriage of justice committed.",,"A nefarious man carried it all out, did everything: Lieutenant Colonel Du Paty de Clam, at that time only a Commandant.",4,He was in charge and he did everything.,He was in charge. His name was Lieutenant Colonel Du Paty de Clam.,"Du Paty de Clam, a Commandant at the time, was the man who carried out the plan.",2,2,3
Letters,Letters,"I am really fascinated by the aging process, even if the victim is me. Somebody told me humans age like trees. I had said one seems to be about 40 for 8 or 10 yrs. and then almost overnight teeth and hair and all age and you are 50 for about 10 yrs., then with a big clank like a rusty chain you’re 60 and so on. Anyway, they tell me trees do this too. The ring of the age cycle on the trunk shows up the same way—suddenly.","I am really fascinated by the aging process, even if the victim is me. Somebody told me humans age like trees. I had said one seems to be about 40 for 8 or 10 yrs.","and then almost overnight teeth and hair and all age and you are 50 for about 10 yrs., then with a big clank like a rusty chain you’re 60 and so on.",4,"We get old when our hair turns grey and our teeth fall out. We look old soon. After ten years, we look much older.",You get old quickly. You look much older after 10 years. Then you get older even faster.,"As you get older, your body changes quickly. After 10 years, you look much older. Then, after another 10 years, you look even older again.",2,2,2
Dialogue,Negotiation,It's a 20.75 inch top tube Fit Bike VH2.,,It's a 20.75 inch top tube Fit Bike VH2.,4,It has a long top part. It is 20.75 inches long.,This bike has a long front part.,The bike has a 20.75 inch top tube.,2,2,2
Poetry,Poetry,"A heap of broken images, where the sun beats",,"A heap of broken images, where the sun beats",4,There are many broken things and the sun is shining.,There are many broken pictures because it is sunny.,A pile of broken pictures is in the sunlight.,2,2,2
Speech,Public Speech,But the overwhelming majority of the American people support the elements of my economic agenda — from rebuilding America’s roads and bridges; to lowering prescription drug costs; to a historic investment in tack- — tackling the climate crisis; to making sure that large corporations begin to pay their fair share in taxes.,,But the overwhelming majority of the American people support the elements of my economic agenda — from rebuilding America’s roads and bridges; to lowering prescription drug costs; to a historic investment in tack- — tackling the climate crisis; to making sure that large corporations begin to pay their fair share in taxes.,4,"Most Americans agree with me on what to do about the economy. They want us to fix roads and bridges, make medicine cheaper, stop climate change, and make big companies pay more tax.","Many Americans agree with me on my economic plan. It aims to fix America’s roads and bridges, lower drug prices, and help the environment. Also, big companies should pay more tax.","Most Americans agree with my plan for the economy, which includes fixing roads, reducing drug prices, and dealing with climate change.",3,3,3
Speech,Ted Talks,"Robots one day might even be made of living muscle cells. Wouldn't it be great if such a living robot would then heal itself, just like human muscles do? I can tell you this. Starting from muscle cells, we can already print, grow and stimulate muscles. We are now beginning to make these muscles larger, longer-lasting and controllable. It’s a fascinating challenge to engineer a standalone muscle without a supporting organism that provides this muscle with an immune system. These living muscles efficiently convert chemical energy that comes from nutrients into muscle contractions. Living muscles can eventually become sustainable and biodegradable machines that decrease emissions and pollution all while actually truly mimicking nature.","Starting from muscle cells, we can already print, grow and stimulate muscles. We are now beginning to make these muscles larger, longer-lasting and controllable. It’s a fascinating challenge to engineer a standalone muscle without a supporting organism that provides this muscle with an immune system.",These living muscles efficiently convert chemical energy that comes from nutrients into muscle contractions.,4,We move because our bodies use food for energy.,"When we eat, our muscles turn food into movement.",Muscles convert food into movement.,2,2,2
Community Websites,Stackoverflow," I want to rename a database, but keep getting the error that 'couldn't get exclusive lock' on the database, which implies there is some connection(s) still active 

 ",," I want to rename a database, but keep getting the error that 'couldn't get exclusive lock' on the database, which implies there is some connection(s) still active 

 ",4,"I want to change the name of a database, but it's being used now.","When I try to change the name of a database, it says it's busy. This means someone or something is using it.","I'm trying to change the name of a database, but I keep getting an error message saying that it's still being used by another program or user.",2,3,3
Community Websites,Stackoverflow,"What's actaully happening to cause the svn:checksum error, and what's the best fix.",,"What's actaully happening to cause the svn:checksum error, and what's the best fix.",4,What is the problem with svn? How can we solve it?,"Why am I getting an svn:checksum error, and how can I solve it?","What causes the svn:checksum error, and how can I fix it?",3,4,4
Community Websites,Stackoverflow,I'm looking for the best way to log errors in an ASP.NET application.,,I'm looking for the best way to log errors in an ASP.NET application.,4,What happens when people make mistakes on my website?,What is the best way to keep track of errors on my website?,How can I record mistakes in my web application?,2,2,2
Community Websites,Stackoverflow,"Most of those settings are there to customize certain business rules, but there's also some other stuff in there.",,"Most of those settings are there to customize certain business rules, but there's also some other stuff in there.",4,You can change many things in a company.,Some business rules can be changed in these settings. There are also other things.,"Some settings allow you to change business rules, but there's also other options.",2,2,2
Social Media,Twitter,"A judge in Georgia’s Fulton County has granted a motion allowing absentee ballots from 2020 to be unsealed and examined for fraud, clearing the way for another audit of the election results.",,"A judge in Georgia’s Fulton County has granted a motion allowing absentee ballots from 2020 to be unsealed and examined for fraud, clearing the way for another audit of the election results.",4,Some old votes were checked in Georgia to see if there was cheating.,"In Georgia, a judge has allowed people to check old votes for cheating.",A judge in Georgia allowed people to look at some old absentee ballots to see if there was any cheating in the 2020 election.,2,2,3
Finance,Finance,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,4,Standard Chartered Bank will help us with our project.,Standard Chartered Bank in Hong Kong will give us 40 million euros to help pay for this project.,Standard Chartered Bank Hong Kong will lend the project EUR40 million.,2,3,3
Finance,Finance,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .","In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .","In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",4,They sold goods for 25.95 million euros and made a profit of 3.88 million euros.,"In the third quarter of 2007, the company made a lot of money. They earned EUR 25.95 million from selling things, and EUR 3.88 million from their business operations.","In the third quarter of 2007, the company made 25.95 million euros in sales and 3.88 million euros in profit.",3,3,3
News Articles,Culture,"Writers gonna write, and readers gonna read -- no matter what distractions you throw at us.","Writers gonna write, and readers gonna read -- no matter what distractions you throw at us.","Writers gonna write, and readers gonna read -- no matter what distractions you throw at us.",4,People will always read and write.,"People still read and write, even when they're not paying attention.","You can't stop people from reading and writing, no matter what gets in their way.",1,2,2
News Articles,Technology,"The thing about virtual reality is that it's kind of been around a bit too long. Remember when second life was so darn hot? Well, that was a long time ago.","The thing about virtual reality is that it's kind of been around a bit too long. Remember when second life was so darn hot? Well, that was a long time ago.","The thing about virtual reality is that it's kind of been around a bit too long. Remember when second life was so darn hot? Well, that was a long time ago.",4,Virtual reality is not new. It was used on the website Second Life before.,Virtual reality has been around for a while. It was popular in a game called Second Life a long time ago.,"Virtual reality has been around for a while. Many people remember Second Life, which was popular some years ago.",2,2,2
News Articles,Politics,The U.S. will default on its debts on Nov. 3 if Congress doesn't take action.,The U.S. will default on its debts on Nov. 3 if Congress doesn't take action.,The U.S. will default on its debts on Nov. 3 if Congress doesn't take action.,4,Congress must act before November 3rd to avoid missing debt payments.,The U.S. won't pay its debts on November 3rd if Congress doesn't act.,"If Congress does nothing, the U.S. will not pay its debts on November 3rd.",3,3,3
News Articles,Politics,Big-money super PACs have raised almost half of presidential cash.,Big-money super PACs have raised almost half of presidential cash.,Big-money super PACs have raised almost half of presidential cash.,4,Politicians get money from big groups.,Some rich people give a lot of money to politicians who want to be president.,Most of the money for presidential campaigns comes from big political groups called super PACs.,2,2,2
News Articles,Politics,"The former prosecutor said the FBI decision violates ""the most fundamental rules of fairness and impartiality.”","The former prosecutor said the FBI decision violates ""the most fundamental rules of fairness and impartiality.”","The former prosecutor said the FBI decision violates ""the most fundamental rules of fairness and impartiality.”",4,He said the FBI made some errors.,He says the FBI was unfair.,He said the FBI made a decision that is not fair.,2,2,2
News Articles,Economy,The new coin is the wholesome news people have been craving after a rough start to 2020.,The new coin is the wholesome news people have been craving after a rough start to 2020.,The new coin is the wholesome news people have been craving after a rough start to 2020.,4,"2020 started badly, but then good things happened.",Good things have happened recently.,People are happy about the new coin after a difficult beginning to 2020.,2,1,3
News Articles,Economy,"Daniel Joseph, a 17-year-old from Centennial, Colo., went to the emergency room after a rattlesnake bit him twice, CBS Denver","Daniel Joseph, a 17-year-old from Centennial, Colo., went to the emergency room after a rattlesnake bit him twice, CBS Denver","Daniel Joseph, a 17-year-old from Centennial, Colo., went to the emergency room after a rattlesnake bit him twice, CBS Denver",4,A boy was bitten by a snake and went to the hospital.,A boy from Colorado was bitten by a snake twice.,Daniel Joseph was bitten by a snake twice. He went to the hospital for treatment.,2,2,2
News Articles,Sports,One front office man said his team is fine with 5-10 corners as long as the player has long arms. Having long arms enable,One front office man said his team is fine with 5-10 corners as long as the player has long arms. Having long arms enable,One front office man said his team is fine with 5-10 corners as long as the player has long arms. Having long arms enable,4,You don’t need many corners if you have long arms.,He likes a player who can take 5-10 corners and has long arms.,One person from the front office said that his team is okay with 5-10 corners as long as the player has long arms.,2,2,3
